slots,layer,events,local_hidden_cosine,local_hidden_relative_l2,fifo_pool_hit8,fifo_ranked_recall8,fifo_ranked_recall16
22,24,1947,0.9927005953363668,0.10223130452854144,0.544427324088341,0.21680790960451976,0.4261684643040575
22,25,1947,0.9947376845214488,0.08525076341949542,0.5776194144838213,0.2449280945043657,0.45428864920390344
22,26,1947,0.9900576054513744,0.1155925511250475,0.49614791987673346,0.21873394966615306,0.3872624550590652
22,27,1947,0.993254467588178,0.09932608695230064,0.5406394453004623,0.22245762711864406,0.41319979455572675
22,28,1947,0.986923655108154,0.1450260945945099,0.3785310734463277,0.16512583461736005,0.288135593220339
22,29,1947,0.9875385518309596,0.12631062851382233,0.5754365690806369,0.23882896764252695,0.4393939393939394
22,30,1947,0.9813436407169573,0.15688659297991664,0.4899845916795069,0.21070878274268104,0.3764124293785311
22,31,1947,0.9887886199248135,0.10959694778086253,0.6775166923472008,0.26303287108371853,0.5121982537236774
22,32,1947,0.9910778399598599,0.10641548781457723,0.6495249101181304,0.25475089881869545,0.49524910118130455
22,33,1947,0.9866784791516157,0.13583438405855772,0.5316512583461735,0.22072419106317412,0.3983050847457627
22,34,1947,0.9808825466484005,0.1763730248113313,0.3878402670775552,0.17969953775038522,0.3102850539291217
22,35,1947,0.9844396931506207,0.155400621876595,0.527799178222907,0.2105803800719055,0.39933230611196713
22,36,1947,0.9826397343274949,0.1565766293158472,0.5194530046224961,0.2218798151001541,0.4067796610169492
22,37,1947,0.9872699670493545,0.1421270899675159,0.4388803287108372,0.18817411402157164,0.32928864920390344
22,38,1947,0.9664529015209419,0.2355140034098963,0.26829738058551617,0.10734463276836158,0.2105803800719055
22,39,1947,0.9882518030274001,0.11288443937951322,0.6320621468926554,0.23491268618387262,0.46449666153055985
22,40,1947,0.9936832562946423,0.09049136343415219,0.6200564971751412,0.26168464304057526,0.47322804314329736
22,41,1947,0.990125481008594,0.11597061795886046,0.5235618900873138,0.2189265536723164,0.395929635336415
22,42,1947,0.9830808406787976,0.15336833835791733,0.3514381099126862,0.15697226502311248,0.27420390344119155
22,43,1947,0.9947566446454758,0.08215838448258725,0.5606060606060606,0.24261684643040576,0.43464304057524394
22,44,1947,0.993496287400373,0.09429409780117774,0.45878274268104774,0.21346944016435543,0.3614535182331792
22,45,1947,0.9958024827452526,0.06653473707052464,0.47252182845403184,0.20518746789933232,0.36517719568567025
