graph_id,layer,hits,misses,pred_hits,pred_total,cpu_experts
21,-1,63811,1539,1032,9173,0,20127,4625,38764
22,0,15,15,0,0,5
22,1,24,6,0,10,2
22,2,12,18,0,10,6
22,3,21,9,0,10,3
22,4,9,21,0,10,7
22,5,12,18,0,10,6
22,6,21,9,0,10,3
22,7,24,6,0,10,2
22,8,15,15,0,10,5
22,9,15,15,0,10,5
22,10,18,12,0,10,4
22,11,15,15,0,10,5
22,12,9,21,0,10,7
22,13,9,21,0,10,7
22,14,24,6,0,10,2
22,15,12,18,0,10,6
22,16,15,15,0,10,5
22,17,21,9,0,10,3
22,18,18,12,0,10,4
22,19,24,6,0,10,2
22,20,24,6,0,10,2
22,21,21,9,0,10,3
22,22,30,0,0,10,0
22,23,18,12,0,10,4
22,24,12,18,0,10,6
22,25,21,9,0,10,3
22,26,18,12,0,10,4
22,27,21,9,0,10,3
22,28,18,12,0,10,4
22,29,6,24,0,10,8
22,30,18,12,0,10,4
22,31,18,12,0,10,4
22,32,15,15,0,10,5
22,33,15,15,0,10,5
22,34,9,21,0,10,7
22,35,18,12,0,10,4
22,36,18,12,0,10,4
22,37,6,24,0,10,8
22,38,12,18,0,10,6
22,39,12,18,0,10,6
22,40,18,12,0,10,4
22,41,27,3,0,10,1
22,42,21,9,0,10,3
22,43,18,12,0,10,4
22,44,21,9,0,10,3
22,45,18,12,0,10,4
22,46,18,12,0,10,4
22,47,27,3,0,10,1
22,-1,78216,2066,1063,9372,0,32387,5221,40234
23,0,15,15,0,0,5
23,1,15,15,0,10,5
23,2,6,24,0,10,8
23,3,15,15,0,10,5
23,4,6,24,0,10,8
23,5,9,21,0,10,7
23,6,6,24,0,10,8
23,7,9,21,0,10,7
23,8,21,9,0,10,3
23,9,9,21,0,10,7
23,10,18,12,0,10,4
23,11,9,21,0,10,7
23,12,12,18,0,10,6
23,13,15,15,0,10,5
23,14,18,12,0,10,4
23,15,3,27,0,10,9
23,16,3,27,0,10,9
23,17,6,24,0,10,8
23,18,21,9,0,10,3
23,19,18,12,0,10,4
23,20,6,24,0,10,8
23,21,3,27,0,10,9
23,22,6,24,0,10,8
23,23,3,27,0,10,9
23,24,15,15,0,10,5
23,25,12,18,0,10,6
23,26,21,9,0,10,3
23,27,12,18,0,10,6
23,28,9,21,0,10,7
23,29,18,12,0,10,4
23,30,12,18,0,10,6
23,31,3,27,0,10,9
23,32,3,27,0,10,9
23,33,9,21,0,10,7
23,34,12,18,0,10,6
23,35,12,18,0,10,6
23,36,6,24,0,10,8
23,37,3,27,0,10,9
23,38,12,18,0,10,6
23,39,18,12,0,10,4
23,40,12,18,0,10,6
23,41,12,18,0,10,6
23,42,12,18,0,10,6
23,43,12,18,0,10,6
23,44,6,24,0,10,8
23,45,0,30,0,10,10
23,46,9,21,0,10,7
23,47,12,18,0,10,6
23,-1,74884,1556,989,4840,0,36271,4772,33534
24,0,9,21,0,0,7
24,1,3,27,0,10,9
24,2,6,24,0,10,8
24,3,12,18,0,10,6
24,4,12,18,0,10,6
24,5,9,21,0,10,7
24,6,6,24,0,10,8
24,7,6,24,0,10,8
24,8,21,9,0,10,3
24,9,15,15,0,10,5
24,10,15,15,0,10,5
24,11,21,9,0,10,3
24,12,6,24,0,10,8
24,13,6,24,0,10,8
24,14,6,24,0,10,8
24,15,9,21,0,10,7
24,16,6,24,0,10,8
24,17,15,15,0,10,5
24,18,12,18,0,10,6
24,19,21,9,0,10,3
24,20,6,24,0,10,8
24,21,6,24,0,10,8
24,22,6,24,0,10,8
24,23,0,30,0,10,10
24,24,18,12,0,10,4
24,25,21,9,0,10,3
24,26,27,3,0,10,1
24,27,30,0,0,10,0
24,28,24,6,0,10,2
24,29,27,3,0,10,1
24,30,27,3,0,10,1
