slots,layer,events,recall8,recall16,recall32,residual_events,residual_recall8,residual_recall16,residual_recall32
22,19,1867,0.8968934118907338,0.9941751472951259,1.0,1851,0.8670319775668236,0.996191247974068,1.0
22,20,1867,0.9185859667916444,0.9969201928227103,1.0,1860,0.9175992063492064,0.9960963901689709,1.0
22,21,1867,0.932980717728977,0.9977905731119443,0.9998660953401178,1800,0.9285066137566138,0.9976005291005291,0.9998194444444444
22,22,1867,0.9321103374397429,0.998326191751473,1.0,1863,0.929997699562917,0.9981085295094958,1.0
22,23,1867,0.9138993036957687,0.9939073379753616,0.9985270487412962,1807,0.873262708514507,0.9821342925659473,0.9941892639734367
22,24,1867,0.9637787895018747,0.9998660953401178,1.0,1847,0.9549327094129477,0.999751849846598,1.0
22,25,1867,0.8873861810391002,0.9923674343867167,0.9985940010712373,1781,0.8532238442822384,0.9930362824523408,0.9985261089275688
22,26,1867,0.921598821638993,0.9967862881628281,1.0,1851,0.9029109104473773,0.9963076586658434,1.0
22,27,1867,0.8966925549009106,0.9856722013926085,0.9989287627209427,1821,0.8648145968986167,0.985886875343218,0.9989017023613399
22,28,1867,0.9422870915907874,0.9987279057311195,1.0,1857,0.9359534066723081,0.9981601148806319,1.0
22,29,1867,0.9236743438671666,0.9981253347616497,1.0,1807,0.8990394497588742,0.9972329828444937,1.0
22,30,1867,0.9148366363149437,0.992635243706481,0.9986609534011783,1836,0.8964402427637722,0.9908632897603485,0.9984438219732337
22,31,1867,0.8767407605784682,0.9829941081949651,0.9933717193358329,1686,0.8127421905891656,0.9755881771451167,0.9899663898774219
22,32,1867,0.9242769148366363,0.9949785752544189,0.9998660953401178,1696,0.9139670372866128,0.9942195923180593,0.9998525943396226
22,33,1867,0.9268211033743974,0.9979244777718265,0.9998660953401178,1805,0.9201279514575913,0.9977555731433848,0.9998614958448754
22,34,1867,0.9483797536154258,0.9945099089448313,0.9986609534011783,1858,0.942543185196576,0.9917922497308934,0.9973089343379978
22,35,1867,0.877410283877879,0.9900241028387788,0.9987279057311195,1826,0.8255711156313565,0.9853055077452668,0.9984939759036144
22,36,1867,0.9294991965720407,0.9981253347616497,0.9998660953401178,1795,0.9270519962859796,0.9980302427377636,0.9998607242339833
22,37,1867,0.9434922335297269,0.99752276379218,0.9996652383502946,1851,0.9387113786627563,0.9972659566257621,0.9996623446785521
22,38,1867,0.9238752008569898,0.9966523835029459,0.999196572040707,1866,0.9211523248098811,0.9965848772520798,0.9991463788087582
22,39,1867,0.9197911087305838,0.9929030530262453,0.999933047670059,1747,0.8790702428653201,0.9841122195873198,0.9999284487693189
22,40,1867,0.9313069094804499,0.9957150508837708,0.9993974290305303,1746,0.9296289477990509,0.9949251350024545,0.9993986254295533
22,41,1867,0.9392072844134975,0.9977236207820032,0.999933047670059,1813,0.9209899403776954,0.9977687600136581,0.9999310535024821
22,42,1867,0.9384708087841457,0.9985940010712373,0.9995982860203535,1823,0.9306043152313038,0.9985176187864067,0.999588590235875
22,43,1867,0.9193893947509373,0.9900241028387788,0.9973219068023568,1768,0.9019500107735403,0.9884891456582634,0.9971719457013575
22,44,1867,0.9481788966256026,0.999129619710766,0.9998660953401178,1754,0.9459202095889668,0.9990918716403323,0.9999287343215507
22,45,1867,0.9148366363149437,0.9920996250669524,0.9982592394215318,1816,0.8966514579400041,0.9886753985735264,0.997574470316761
22,46,1867,0.9132967327262989,0.9925013390465989,0.9993974290305303,1846,0.9072550688747872,0.9917879069287521,0.9992138729814786
22,47,340,0.8356617647058824,0.9511029411764705,0.9794117647058823,340,0.8356617647058824,0.9511029411764705,0.9794117647058823
32,1,1867,0.9082083556507766,0.9965184788430638,0.999933047670059,1858,0.8979637603157518,0.9952887129017377,0.9998205956225331
32,2,1867,0.8876539903588645,0.9906936261381896,0.9970540974825924,1848,0.8775477994227995,0.9899756493506493,0.9970238095238095
32,3,1867,0.8620112479914301,0.9778387787895019,0.9927021960364221,1751,0.7775488836311223,0.9673064371379619,0.9916224742324113
32,4,1867,0.9426218532404927,0.9977236207820032,1.0,1741,0.9391352807636553,0.9971568064330844,1.0
32,5,1867,0.9242769148366363,0.9935056239957151,0.9985940010712373,1841,0.9062414319339904,0.9932554770957812,0.998574144486692
32,6,1867,0.9567487948580611,0.9997321906802357,1.0,1832,0.9438409752547308,0.9997075795383656,1.0
32,7,1867,0.925682913765399,0.9912961971076594,0.995915907873594,1851,0.9195827223379899,0.99119201975766,0.9958806050783361
32,8,1867,0.9290974825923942,0.9993974290305303,1.0,1789,0.8811120870930821,0.9993385504005962,1.0
